,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
1225,BlazBlue: Central Fiction,2016,ArcSystemWorks,Action;Fighting;2D,PlayStation4,84,7.8,Up to 32 
1226,Prey,2017,ArkaneStudios,General;Action;Shooter;First-Person;Arcade,XboxOne,84,7.8,No Online Multiplayer
1227,Sound Shapes,2012,SCEA,Action;Miscellaneous;Rhythm;Music Maker;Music Maker;Music,PlayStationVita,84,7.8,not specified
1228,Hearthstone: Goblins Vs. Gnomes,2014,BlizzardEntertainment,Miscellaneous;Strategy;Turn-Based;Card Battle,PC,84,6.2,not specified
1229,MotorStorm,2007,EvolutionStudios,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation3,84,7.4,Up to 12 
1230,God of War: Origins Collection,2011,ReadyatDawn,Miscellaneous;Compilation;Compilation,PlayStation3,84,8.5,1 Player
1231,Salt and Sanctuary,2016,SkaStudios,Action;Platformer;2D,PlayStation4,84,8.2,No Online Multiplayer
1232,Xenogears,1998,SquareSoft,Role-Playing;Console-style RPG,PlayStation,84,8.5,1 Player
1233,Space Rangers 2: Rise of the Dominators,2006,"1C,ElementalGames,1CCompany",Role-Playing;General;General,PC,84,8.9,1 Player
1234,Tetris DS,2006,Nintendo,Miscellaneous;Puzzle;Puzzle;Puzzle;Stacking;Stacking,DS,84,8.2,4  Online
1235,Shin Megami Tensei: Devil Survivor,2009,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,DS,84,8,not specified
1236,Tales From The Borderlands: Episode 1 - Zer0 Sum,2014,TelltaleGames,Miscellaneous;General;Adventure;General,PC,84,8.4,not specified
1237,Top Spin 4,2011,2KCzech,Sports;Traditional;Individual;Tennis;Tennis,Xbox360,84,8.2,not specified
1238,Sprint Vector,2018,Survios,Racing;Arcade;Other,PC,84,7.8,Online Multiplayer
1239,Monster Hunter Tri,2010,Capcom,Role-Playing;Action RPG;Action RPG,Wii,84,8.5,Up to 4 
1240,Toki Tori 2 +,2018,TwoTribes,Puzzle;Action,Switch,84,7.6,No Online Multiplayer
1241,Steins;Gate 0,2016,5pb,Adventure;Visual Novel,PlayStationVita,84,8.8,not specified
1242,Deus Ex: Invisible War,2003,IonStorm,Action Adventure;Sci-Fi,Xbox,84,7.6,1 Player
1243,Return to Castle Wolfenstein: Tides of War,2003,NerveSoftware,Action;Shooter;First-Person;Historic,Xbox,84,8.4,16-Jan
1244,Heroes of Might and Magic IV,2002,NewWorldComputing,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,84,7.5,not specified
1245,Knockout Kings 2001,2000,EASports,Sports;Traditional;Boxing,PlayStation,84,8.4,not specified
1246,Command & Conquer: Red Alert 2,2000,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,84,8.9,8-Jan
1247,Shogun: Total War,2000,CreativeAssembly,Strategy;Turn-Based;Real-Time;Historic;Historic;General;Historic,PC,84,8.7,8-Jan
1248,Outland,2011,Housemarque,Action;Platformer;Platformer;3D;2D,Xbox360,84,7.4,not specified
1249,Rayman Legends: Definitive Edition,2017,"UbisoftMontpellier,PastaGames",Action;Platformer;2D,Switch,84,8.1,not specified
1250,Shin Megami Tensei: Devil Survivor 2 Record Breaker,2015,Atlus,Role-Playing;General;Strategy;Turn-Based;Tactics,3DS,84,8.2,No Online Multiplayer
1251,Mass Effect 3: Citadel,2013,BioWare,Role-Playing;Action RPG;Action RPG,Xbox360,84,8.2,not specified
1252,Halo 5: Guardians,2015,343Industries,Shooter;Sci-Fi;Sci-Fi;Action;Shooter;First-Person;Arcade,XboxOne,84,6.5,Up to 24 
1253,DiRT,2007,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,84,7.3,2  Online
1254,Super Street Fighter IV: Arcade Edition,2011,"Capcom,QLOC",Action;Fighting;Fighting;3D;2D;3D,PC,84,7.8,not specified
1255,NBA 2K7,2006,"KushGames,VisualConcepts",Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,84,7.8,4-Jan
1256,TOCA Race Driver 3,2006,Codemasters,Driving;General,Xbox,84,8,12  Online
1257,NBA 2K6,2005,VisualConcepts,Sports;Traditional;Basketball;Sim,Xbox,84,8.7,10  Online
1258,Football Manager 2012,2011,SportsInteractive,Sports;Traditional;Team;Football;Soccer;Management;Management,PC,84,8,not specified
1259,ZEN Pinball 2: South Park: Super-Sweet Pinball,2014,ZenStudios,Action;Miscellaneous;Parlor;Pinball,PlayStation4,84,6,not specified
1260,Trine 2: Director's Cut,2012,"Frozenbyte,Inc.",Action;Platformer;Platformer;2D;2D,WiiU,84,8,not specified
1261,Devil May Cry 4,2008,Capcom,Action;Action Adventure;Shooter;Fantasy;General;Fantasy;Linear;Third-Person;Fantasy,Xbox360,84,8.1,No Online Multiplayer
1262,The Incredible Hulk: Ultimate Destruction,2005,RadicalEntertainment,Action Adventure;Sci-Fi,Xbox,84,8,1 Player
1263,Guild Wars Factions,2006,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,84,8.4,64+  Online
1264,Gorogoa,2017,"JasonRoberts,BuriedSignal",Puzzle;General,PC,84,8.4,No Online Multiplayer
1265,No More Heroes 2: Desperate Struggle,2010,GrasshopperManufacture,Action;Beat-'Em-Up;Beat-'Em-Up;3D,Wii,84,8.7,1 Player
1266,Battle Chasers: Nightwar,2017,AirshipSyndicateEntertainment,Role-Playing;Action RPG;Japanese-Style,XboxOne,84,6.5,No Online Multiplayer
1267,80 Days (2015),2015,"inkle,CapeGuy",Adventure;Visual Novel,PC,84,6.9,No Online Multiplayer
1268,Spore,2008,Maxis,Strategy;Breeding/Constructing;General;Breeding/Constructing,PC,84,5.3,No Online Multiplayer
1269,Unity of Command,2011,2x2Games,Strategy;Turn-Based;Historic;General,PC,84,7.1,not specified
1270,Colin McRae Rally 04,2004,Codemasters,Driving;Racing;Rally / Offroad,Xbox,84,8.1,4-Jan
1271,Skies of Arcadia Legends,2003,Overworks,Role-Playing;Console-style RPG,GameCube,84,8.7,1 Player
1272,MotoGP,2002,ClimaxGroup,Driving;Racing;Motorcycle;Street,Xbox,84,8.4,4-Jan
1273,Fear Effect 2: Retro Helix,2001,KronosDigitalEntertainment,Action Adventure;Horror,PlayStation,84,8.6,1 Player
1274,Sega GT,2000,TOSE,Driving;Racing;GT / Street,Dreamcast,84,7.5,not specified
1275,Hearthstone: The Grand Tournament,2015,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,84,4.1,not specified
1276,Metro Redux,2014,4AGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,PC,84,8.1,not specified
1277,"Time Gentlemen, Please!",2009,ZombieCowStudios,Adventure;General;General;Point-and-Click,PC,84,7.5,not specified
1278,Total War: WARHAMMER II - Rise of the Tomb Kings,2018,CreativeAssembly,Strategy;Real-Time;Tactics,PC,84,7.2,not specified
1279,Grim Fandango Remastered,2015,DoubleFineProductions,Adventure;General;3D;Third-Person;Fantasy,PlayStationVita,84,7.2,not specified
1280,Deus Ex: Mankind Divided,2016,EidosMontreal,Action Adventure;General,PlayStation4,84,7.6,No Online Multiplayer
1281,Need for Speed: Most Wanted - A Criterion Game,2012,CriterionGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,84,5.9,not specified
1282,Frozen Synapse Prime,2014,DoubleEleven,General;Strategy;Turn-Based;Sci-Fi;Modern;Tactics,PlayStationVita,84,7.2,not specified
1283,Resident Evil 4 HD,2011,Capcom,Action Adventure;Horror;Horror;Survival,PlayStation3,84,8.5,No Online Multiplayer
1284,Killzone 3,2011,Guerrilla,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,84,8,not specified
1285,F1 2012,2012,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,Xbox360,84,6.9,not specified
1286,Stacking,2011,DoubleFineProductions,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,Xbox360,84,8.1,1 Player
1287,Battlefield 1943,2009,DICEStockholm,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PlayStation3,84,7.8,Up to 24 
1288,F1 2011,2011,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,Xbox360,84,7.1,not specified
1289,Devil May Cry 3: Dante's Awakening,2005,Capcom,Action Adventure;Fantasy,PlayStation2,84,9,1 Player
1290,Professor Layton and the Diabolical Box,2009,Level5,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,DS,84,8.7,No Online Multiplayer
1291,Dishonored: Death of the Outsider,2017,ArkaneStudios,Action Adventure;General,XboxOne,84,7.1,not specified
1292,The Banner Saga 2,2016,"StoicJesterStudios,Stoic",Strategy;Turn-Based;Tactics,XboxOne,84,8,not specified
1293,Europa Universalis IV: Wealth of Nations,2014,ParadoxDevelopmentStudio,Strategy;Real-Time;General;Historic,PC,84,8.8,not specified
1294,BioShock Infinite: Burial at Sea - Episode Two,2014,IrrationalGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,84,8.4,not specified
1295,NBA 2K9,2008,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,84,7.2,10  Online
1296,Red Faction II,2002,VolitionInc.,Action;Shooter;First-Person;Sci-Fi,PlayStation2,84,8.1,4-Jan
1297,Disciples II: Dark Prophecy,2002,StrategyFirst,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,84,8.7,4-Jan
1298,Silent Hill 2: Restless Dreams,2001,KCET,Action Adventure;Horror,Xbox,84,8.5,1 Player
1299,Just Cause 2,2010,AvalancheStudios,Action Adventure;Modern;Modern;Open-World,PC,84,7.7,No Online Multiplayer
1300,Polybius,2017,Llamasoft,Action;Shooter;Rail,PlayStation4,84,7.3,not specified
1301,Crysis Warhead,2008,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,84,7.9,16  Online
1302,Uncharted: The Lost Legacy,2017,NaughtyDog,Action;General,PlayStation4,84,8.1,Up to 10 
1303,Tom Clancy's Rainbow Six 3: Black Arrow,2004,UbisoftMontreal,Action;Shooter;First-Person;Tactical;Modern,Xbox,84,8.1,16-Jan
1304,F1 2018,2018,Codemasters,Racing;Simulation;Automobile,XboxOne,83,7.9,Up to 20 
1305,Hyper Light Drifter,2016,HeartMachine,Role-Playing;Action RPG,PC,84,8.3,not specified
1306,Worms 2: Armageddon,2009,Team17,Strategy;Turn-Based;Wargame;Turn-Based;Fantasy;Artillery,Xbox360,84,7.2,4  Online
1307,Skate 2,2009,EABlackBox,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PlayStation3,84,7.8,6  Online
1308,Detention,2017,RedCandleGame,Adventure;General,PlayStation4,84,6.6,No Online Multiplayer
1309,Hitman - Episode 2: Sapienza,2016,IoInteractive,Action Adventure;General,PC,84,5.9,not specified
1310,ZEN Pinball 2: Aliens Vs. Pinball,2016,ZenStudios,Action;Pinball,PlayStation4,84,5.9,not specified
1311,Child of Light,2014,UbisoftMontreal,Action;Role-Playing;General;General;General,WiiU,84,8.5,not specified
1312,Bit.Trip Complete,2011,GaijinGames,Miscellaneous;Compilation;Compilation,Wii,84,8.7,not specified
1313,Classic NES Series: Super Mario Bros.,2004,Nintendo,Action;Platformer;2D,GameBoyAdvance,84,8.6,2-Jan
1314,Age of Mythology: The Titans,2003,EnsembleStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,84,8.7,12-Jan
1315,SimCity 4,2003,Maxis,Strategy;City Building;Management;Modern;Modern;Government,PC,84,8.7,1 Player
1316,Sega Soccer Slam,2002,BlackBox,Sports;Traditional;Soccer;Arcade,GameCube,84,8,4-Jan
1317,Splashdown,2001,RainbowStudios,Driving;Racing;Snow / Water,PlayStation2,84,8.2,2-Jan
1318,Spider-Man: Mysterio's Menace,2001,VicariousVisions,Action;General,GameBoyAdvance,84,7.8,not specified
1319,Super Mario Advance,2001,Nintendo,Action;Platformer;2D,GameBoyAdvance,84,7.3,not specified
1320,Microsoft Train Simulator,2001,KujuEntertainment,Simulation;Train;Vehicle;Train,PC,84,8.4,1 Player
1321,San Francisco Rush 2049,2000,Midway,Driving;Racing;Futuristic,Dreamcast,84,8.6,not specified
1322,WipeOut 64,1998,Psygnosis,Driving;Racing;Futuristic,Nintendo64,84,7.8,4-Jan
1323,Dead or Alive,1998,TeamNinja,Action;Fighting;3D,PlayStation,84,8.3,2-Jan
1324,Split/Second,2010,BlackRockStudio,Driving;Racing;General;General;Arcade;Automobile,PlayStation3,84,8.1,Up to 8 
1325,Lone Survivor: The Director's Cut,2013,"CurveStudios,superflatgames",Action Adventure;Horror;Horror;Survival,PlayStation3,84,7.8,not specified
1326,"Snipperclips Plus: Cut It Out, Together!",2017,SFBGames,Puzzle;General,Switch,84,8.3,not specified
1327,The Walking Dead: Episode 1 - A New Day,2012,TelltaleGames,Action;Miscellaneous;Adventure;General;Compilation;Point-and-Click,PlayStation3,84,8.2,not specified
1328,Hatsune Miku: Project Diva Future Tone - Colorful Tone,2017,Sega,Action;Rhythm;Music,PlayStation4,84,7.7,not specified
1329,Hatsune Miku: Project Diva Future Tone - Future Sound,2017,Sega,Action;Rhythm;Music,PlayStation4,84,7.6,not specified
1330,Dark Void Zero,2010,OtherOceanInteractive,Action;Platformer;Platformer;2D;2D,DS,84,7.2,1 Player
1331,Etrian Odyssey IV: Legends of the Titan,2013,Atlus,Role-Playing;First-Person;First-Person;General;Western-Style,3DS,84,8.3,No Online Multiplayer
1332,Frostpunk,2018,11bitstudios,Action Adventure;Survival,PC,84,8.5,No Online Multiplayer
1333,Rise of Nations: Rise of Legends,2006,BigHugeGames,Strategy;Real-Time;Fantasy;General;Fantasy,PC,84,8.5,8  Online
1334,Bulletstorm,2011,"EpicGames,PeopleCanFly",General;Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,84,7.6,not specified
1335,Tony Hawk's American Sk8land,2005,VicariousVisions,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,DS,84,8.4,2  Online
1336,FRU,2016,ThroughGames,Miscellaneous;Puzzle;Action,XboxOne,84,6.8,not specified
1337,FTL: Faster Than Light,2012,SubsetGames,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,84,8.4,not specified
1338,Madden NFL 07,2006,EASports,Sports;Traditional;Football;Sim,PlayStation2,84,8.2,2-Jan
1339,Dragon Quest V: Hand of the Heavenly Bride,2009,ArtePiazza,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,84,8.3,No Online Multiplayer
1340,Xenoblade Chronicles X,2015,MonolithSoft,Action RPG;Role-Playing;Action RPG,WiiU,84,8.9,Up to 32 
1341,Ace Combat 5: The Unsung War,2004,Namco,Simulation;Flight;Modern Jet,PlayStation2,84,8.9,1 Player
1342,X-Men Legends II: Rise of Apocalypse,2005,RavenSoftware,Role-Playing;Action RPG,Xbox,84,8.5,4  Online
1343,Resogun,2013,"Housemarque,XDEV",Shooter;Scrolling;Action;Shooter;Scrolling;Shoot-'Em-Up;Horizontal,PlayStation4,84,7.8,not specified
1344,SOMA,2015,FrictionalGames,Horror;Horror;Action Adventure;Survival,PC,84,8.4,No Online Multiplayer
1345,DEFCON: Everybody Dies,2006,Introversion,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,84,8.3,6  Online
1346,Pinball FX 2: Marvel Pinball - Vengeance and Virtue,2011,ZenStudios,Pinball;Action;Miscellaneous;Parlor;Pinball,Xbox360,84,tbd,not specified
1347,James Bond 007: Everything or Nothing,2004,EARedwoodShores,Action;Shooter;Third-Person;Modern,GameCube,84,8.3,2-Jan
1348,Puyo Pop,2002,SonicTeam,Miscellaneous;Puzzle;Matching,GameBoyAdvance,84,7.2,not specified
1349,Rayman Advance,2001,DigitalEclipse,Action;Platformer;2D,GameBoyAdvance,84,8.4,not specified
1350,Need for Speed: Shift,2009,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,84,7,not specified
1351,Gran Turismo 5,2010,PolyphonyDigital,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,84,7.8,Up to 6 
1352,Tron 2.0,2003,MonolithProductions,Action;Action Adventure;Shooter;General;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,84,8.4,16-Jan
1353,Pokemon Ultra Moon,2017,GameFreak,Role-Playing;Trainer,3DS,84,9.1,Up to 4 
1354,Moonlighter,2018,"11bitstudios,DigitalSun",Role-Playing;Action RPG,XboxOne,84,7.5,No Online Multiplayer
1355,Borderlands,2009,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,84,8.2,Up to 4 
1356,Nioh: Complete Edition,2017,TeamNinja,Role-Playing;Action RPG,PC,84,6.7,Online Multiplayer
1357,Half-Minute Hero,2009,Opus,Role-Playing;General;General,PSP,84,7.8,not specified
1358,ICEY,2016,"ShanghaiFantaBladeNetworkTechnologyCo.,Ltd.",Action;Platformer;2D,PC,84,7.4,No Online Multiplayer
1359,Madden NFL 11,2010,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,84,5.7,6  Online
1360,Mutant Mudds Deluxe,2013,RenegadeKid,Action;Platformer;Platformer;2D;2D,WiiU,84,7.3,not specified
1361,Psi-Ops: The Mindgate Conspiracy,2004,Midway,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,84,8.9,1 Player
1362,The Lord of the Rings: The Battle for Middle-Earth II,2006,EALA,Strategy;Real-Time;Fantasy;General;Fantasy,PC,84,7.6,8  Online
1363,Def Jam: Fight for NY,2004,AkiCorp.,Action;Fighting;Wrestling,Xbox,84,8.8,4-Jan
1364,Classic NES Series: The Legend of Zelda,2004,Nintendo,Role-Playing;Action RPG,GameBoyAdvance,84,8.5,1 Player
1365,Battlefield Vietnam,2004,DigitalIllusions,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,84,7.5,Jan-64
1366,Medieval: Total War - Viking Invasion,2003,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,84,8.8,8-Jan
1367,Dance Dance Revolution Konamix,2002,Konami,Miscellaneous;Rhythm;Dancing,PlayStation,84,8.4,2-Jan
1368,Street Fighter III: 3rd Strike,2000,Capcom,Action;Fighting;2D,Dreamcast,84,8.5,not specified
1369,Tom Clancy's Ghost Recon 2 Summit Strike,2005,RedStormEntertainment,Action;Shooter;First-Person;Tactical;Modern,Xbox,84,7.2,16  Online
1370,Guild Wars Nightfall,2006,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,84,8.6,64+  Online
1371,Lara Croft GO,2016,SquareEnix,Strategy;Turn-Based;General,PlayStation4,84,5.5,not specified
1372,Disgaea 2: Cursed Memories,2006,NipponIchiSoftware,Strategy;Turn-Based;Fantasy,PlayStation2,84,6.6,1 Player
1373,Madden NFL 16,2015,EASports,Sports;Team;Football;Sim,XboxOne,84,6,not specified
1374,Minecraft: PlayStation Vita Edition,2014,"4JStudios,MojangAB",Action Adventure;Adventure;3D;Sandbox;First-Person;Fantasy;Fantasy,PlayStationVita,84,7.7,Up to 4 
1375,The Binding of Isaac,2011,"EdmundMcMillen,FlorianHimsl",Action;Action Adventure;Shooter;Horror;Horror;Shooter;Static;Shoot-'Em-Up;Top-Down,PC,84,8.4,No Online Multiplayer
1376,Enemy Territory: Quake Wars,2007,SplashDamage,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,84,8.3,32  Online
1377,Warhawk,2007,IncognitoInc.,Action;Simulation;Shooter;Flight;Shooter;Third-Person;Combat;Sci-Fi;Sci-Fi;Arcade,PlayStation3,84,8.3,4-Jan
1378,Valkyrie Profile 2: Silmeria,2006,Tri-Ace,Role-Playing;Console-style RPG,PlayStation2,84,8.9,1 Player
1379,New Super Mario Bros. U,2012,Nintendo,Action;Platformer;Platformer;2D;2D,WiiU,84,8.1,5-Jan
1380,Ultra Street Fighter IV,2014,Capcom,Fighting;3D;Action;Fighting;2D;3D,Xbox360,84,6.8,
1381,UFC Undisputed 2009,2009,THQ,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,PlayStation3,84,8.1,2  Online
1382,PixelJunk Monsters: Ultimate HD,2013,DoubleEleven,Strategy;Real-Time;Fantasy;Fantasy;Defense,PlayStationVita,84,7.6,not specified
1383,Rift,2011,TrionWorlds,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,84,7.3,Online Multiplayer
1384,Swords & Soldiers,2009,RonimoGames,Strategy;General;General,Wii,84,7.6,not specified
1385,Child of Eden,2011,QEntertainment,Action;Shooter;Shooter;Third-Person;Rail;Rail;Fantasy,Xbox360,84,7.7,not specified
1386,Shift 2: Unleashed,2011,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,84,6.2,not specified
1387,The End Is Nigh,2017,"EdmundMcMillen,TylerGlaiel",Action;Platformer;2D,PC,84,7.7,No Online Multiplayer
1388,Sid Meier's Civilization IV: Warlords,2006,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,84,8.3,12-Jan
1389,Hitman,2016,IoInteractive,Modern;Action Adventure;General,PlayStation4,84,8,No Online Multiplayer
1390,SpeedRunners,2016,DoubleDutchGames,Action;General;General;Platformer;2D,PC,84,8,Online Multiplayer
1391,Full Spectrum Warrior,2004,PandemicStudios,Strategy;Real-Time;Military,Xbox,84,8.4,2-Jan
1392,Battlefield 1942: The Road to Rome,2003,DigitalIllusions,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,84,7.8,Jan-64
1393,NCAA College Basketball 2K3,2002,KushGames,Sports;Traditional;Basketball;Sim,Xbox,84,8.4,4-Jan
1394,Tom Clancy's Ghost Recon,2002,RedStormEntertainment,Action;Shooter;First-Person;Tactical;Modern,Xbox,84,6,16-Jan
1395,Poseidon,2001,ImpressionsGames,Strategy;General;Management;Government,PC,84,8.4,1 Player
1396,Star Wars: Episode I Battle for Naboo,2000,Factor5,Simulation;Sci-Fi;Small Spaceship,Nintendo64,84,7.9,not specified
1397,Tom Clancy's Splinter Cell: Blacklist,2013,UbisoftToronto,Action Adventure;Modern;General;Modern,PlayStation3,84,7.7,not specified
1398,FIFA 16,2015,EASports,Sports;Team;Soccer;Sim,XboxOne,84,4.4,not specified
1399,FIFA 18,2017,EAVancouver,Sports;Team;Soccer;Sim,PlayStation4,84,3.3,Up to 22 
1400,Vanquish,2010,PlatinumGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,84,9.2,1 Player
1401,Tiger Woods PGA Tour 09,2008,EATiburon,Sports;Traditional;Individual;Golf;Sim;Sim,Xbox360,84,7.7,4  Online
1402,Shin Megami Tensei IV: Apocalypse,2016,Atlus,Role-Playing;Japanese-Style,3DS,84,8.2,No Online Multiplayer
1403,Star Wars: Battlefront II,2005,PandemicStudios,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,84,9,32  Online
1404,Darwinia,2005,Introversion,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,84,7.9,1 Player
1405,WWE SmackDown! vs. Raw 2006,2005,Yuke's,Action;Fighting;Wrestling,PlayStation2,84,8.3,4  Online
1406,Yoku's Island Express,2018,VillaGorilla,Action;Pinball,PC,84,7.6,No Online Multiplayer
1407,Ultimate General: Gettysburg,2014,Game-Labs,Strategy;Real-Time;General;Military,PC,84,7.9,not specified
1408,Trine 2: Complete Story,2013,"Frozenbyte,Inc.",Platformer;2D;Action;Platformer;2D,PlayStation4,84,7.7,not specified
1409,NHL 13,2012,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,84,6.8,not specified
